0.000000,0.000000,0.000000
0.200000,0.142857,0.342478
0.400000,0.285714,0.673707
0.600000,0.428571,0.941422
0.800000,0.571429,1.044770
0.040000,0.714286,0.590581
0.240000,0.857143,0.738816
0.440000,0.020408,0.444222
0.640000,0.163265,0.704299
0.840000,0.306122,0.814017
0.080000,0.448980,0.511097
0.280000,0.591837,0.801786
0.480000,0.734694,1.004183
0.680000,0.877551,1.034069
0.880000,0.040816,0.523918
0.120000,0.183673,0.303440
0.320000,0.326531,0.639502
0.520000,0.469388,0.930483
0.720000,0.612245,1.082317
0.920000,0.755102,0.994955
0.160000,0.897959,0.628592
0.360000,0.061224,0.415228
0.560000,0.204082,0.711276
0.760000,0.346939,0.886355
0.960000,0.489796,0.872990
0.008000,0.632653,0.547004
0.208000,0.775510,0.747746
0.408000,0.918367,0.847763
0.608000,0.081633,0.611972
0.808000,0.224490,0.751516
0.048000,0.367347,0.408718
0.248000,0.510204,0.723841
0.448000,0.653061,0.974763
0.648000,0.795918,1.076075
0.848000,0.938776,0.937380
0.088000,0.102041,0.190024
0.288000,0.244898,0.530044
0.488000,0.387755,0.840182
0.688000,0.530612,1.040073
0.888000,0.673469,1.025081
0.128000,0.816327,0.651572
0.328000,0.959184,0.735648
0.528000,0.122449,0.610939
0.728000,0.265306,0.813720
0.928000,0.408163,0.839028
0.168000,0.551020,0.670361
0.368000,0.693878,0.911625
0.568000,0.836735,1.024368
0.768000,0.979592,0.932403
0.968000,0.002915,0.405224
0.016000,0.145773,0.161707
0.216000,0.288630,0.502164
0.416000,0.431487,0.820513
0.616000,0.574344,1.048521
0.816000,0.717201,1.074239
0.056000,0.860058,0.553623
0.256000,0.023324,0.278226
0.456000,0.166181,0.602758
0.656000,0.309038,0.851333
0.856000,0.451895,0.933818
0.096000,0.594752,0.620793
0.296000,0.737609,0.842356
0.496000,0.880466,0.949613
0.696000,0.043732,0.594157
0.896000,0.186589,0.656689
0.136000,0.329446,0.461542
0.336000,0.472303,0.781121
0.536000,0.615160,1.026620
0.736000,0.758017,1.093706
0.936000,0.900875,0.900691
0.176000,0.064140,0.239970
0.376000,0.206997,0.575177
0.576000,0.349854,0.860614
0.776000,0.492711,1.004495
0.976000,0.635569,0.933766
0.024000,0.778426,0.563208
0.224000,0.921283,0.671695
0.424000,0.084548,0.495059
0.624000,0.227405,0.763014
0.824000,0.370262,0.883022
0.064000,0.513120,0.542753
0.264000,0.655977,0.807817
0.464000,0.798834,0.974607
0.664000,0.941691,0.975627
0.864000,0.104956,0.599824
0.104000,0.247813,0.350868
0.304000,0.390671,0.683090
0.504000,0.533528,0.964510
0.704000,0.676385,1.099323
0.904000,0.819242,0.985719
0.144000,0.962099,0.552367
0.344000,0.125364,0.464550
0.544000,0.268222,0.765221
0.744000,0.411079,0.947157
0.944000,0.553936,0.930827
0.184000,0.696793,0.734251
0.384000,0.839650,0.886523
0.584000,0.982507,0.906809
0.784000,0.005831,0.543158
0.984000,0.148688,0.533948
0.032000,0.291545,0.321446
0.232000,0.434402,0.650534
0.432000,0.577259,0.933804
0.632000,0.720117,1.089123
0.832000,0.862974,1.010854
0.072000,0.026239,0.098237
0.272000,0.169096,0.439473
0.472000,0.311953,0.758158
0.672000,0.454810,0.983791
0.872000,0.597668,1.015191
0.112000,0.740525,0.660183
0.312000,0.883382,0.789540
0.512000,0.046647,0.524644
0.712000,0.189504,0.739903
0.912000,0.332362,0.784946
0.152000,0.475219,0.603509
0.352000,0.618076,0.880786
0.552000,0.760933,1.047238
0.752000,0.903790,1.009940
0.952000,0.067055,0.485764
0.192000,0.209913,0.401245
0.392000,0.352770,0.730201
0.592000,0.495627,0.990180
0.792000,0.638484,1.075101
0.992000,0.781341,0.914902
0.001600,0.924198,0.447176
0.201600,0.087464,0.288726
0.401600,0.230321,0.620962
0.601600,0.373178,0.893751
0.801600,0.516035,1.011158
0.041600,0.658892,0.587307
0.241600,0.801749,0.771162
0.441600,0.944606,0.851191
0.641600,0.107872,0.649447
0.841600,0.250729,0.759342
0.081600,0.393586,0.465850
0.281600,0.536443,0.773644
0.481600,0.679300,1.005393
0.681600,0.822157,1.069907
0.881600,0.965015,0.887283
0.121600,0.128280,0.249819
0.321600,0.271137,0.587854
0.521600,0.413994,0.886395
0.721600,0.556851,1.056032
0.921600,0.699708,0.998543
0.161600,0.842566,0.670501
0.361600,0.985423,0.739269
0.561600,0.008746,0.517171
0.761600,0.151603,0.695541
0.961600,0.294461,0.701198
0.009600,0.437318,0.431212
0.209600,0.580175,0.727223
0.409600,0.723032,0.948364
0.609600,0.865889,1.024514
0.809600,0.029155,0.556008
0.049600,0.172012,0.221461
0.249600,0.314869,0.560422
0.449600,0.457726,0.869668
0.649600,0.600583,1.070955
0.849600,0.743440,1.052331
0.089600,0.886297,0.567783
0.289600,0.049563,0.337133
0.489600,0.192420,0.654417
0.689600,0.335277,0.881093
0.889600,0.478134,0.929339
0.129600,0.620991,0.664745
0.329600,0.763848,0.869184
0.529600,0.906706,0.950787
0.729600,0.069971,0.619539
0.929600,0.212828,0.652926
0.169600,0.355685,0.519497
0.369600,0.498542,0.831444
0.569600,0.641399,1.054225
0.769600,0.784257,1.079131
0.969600,0.927114,0.843501
0.017600,0.090379,0.107973
0.217600,0.233236,0.449660
0.417600,0.376093,0.773735
0.617600,0.518950,1.016621
0.817600,0.661808,1.069253
0.057600,0.804665,0.586705
0.257600,0.947522,0.679653
0.457600,0.110787,0.548739
0.657600,0.253644,0.798038
0.857600,0.396501,0.886123
0.097600,0.539359,0.593183
0.297600,0.682216,0.844623
0.497600,0.825073,0.987089
0.697600,0.967930,0.952878
0.897600,0.131195,0.600153
0.137600,0.274052,0.410062
0.337600,0.416910,0.737746
0.537600,0.559767,1.001939
0.737600,0.702624,1.099272
0.937600,0.845481,0.940108
0.177600,0.988338,0.558067
0.377600,0.011662,0.381663
0.577600,0.154519,0.671191
0.777600,0.297376,0.834535
0.977600,0.440233,0.816190
0.025600,0.583090,0.545037
0.225600,0.725948,0.774923
0.425600,0.868805,0.903314
0.625600,0.032070,0.568822
0.825600,0.174927,0.693559
0.065600,0.317784,0.380159
0.265600,0.460641,0.704643
0.465600,0.603499,0.972753
0.665600,0.746356,1.094231
